year,exact_year,quarter,dept,dept_code,number,code,section,title,type,instructor,A,B,C,D,F,P,NP,W,avg_gpa
2021-22,0,Summer,0,0,0,70050,B,INTRO GLOBAL STUDY,LEC,"MCCARTY, P.",12,1,0,0,1,1,1,0,3.6
2021-22,0,Summer,0,0,0,70060,A,PROB & STAT SOC SCI,LEC,"SHIREY, P.",11,20,10,0,2,2,0,0,2.88
2021-22,0,Summer,0,0,0,70070,A,PROB & STAT SOC SCI,LEC,"LUI, J.",14,8,14,6,23,0,3,0,1.75
2021-22,0,Summer,0,0,0,70110,A,TRANSNATIONAL GANGS,LEC,"VALDEZ, A.",16,5,0,0,0,0,0,0,3.75
2021-22,0,Summer,0,0,0,70126,A,VETERANS' VOICES,SEM,"SCHRADER, B.",10,4,1,3,6,5,1,0,2.39
2021-22,0,Summer,0,0,0,70140,A,DOMESTIC GANGS,LEC,"VALDEZ, A.",34,6,1,0,0,2,0,0,3.73
2021-22,0,Summer,0,0,0,70150,A,PRISON GANGS,LEC,"VALDEZ, A.",32,10,0,0,0,1,0,0,3.74
2021-22,0,Summer,0,0,0,70160,A,JUVENILE GANGS,LEC,"VALDEZ, A.",41,4,1,0,0,1,1,0,3.81
2021-22,0,Summer,0,0,0,70170,A,AMERICAN CULTURE,LEC,"TOMLINSON, C.",18,9,3,0,1,4,1,0,3.35
2021-22,0,Summer,0,0,0,70190,C,AMERICAN CULTURE,LEC,"MORGAN, P.",28,1,0,0,0,9,0,0,3.92
2021-22,0,Summer,0,0,0,70200,D,AMERICAN CULTURE,LEC,"STEWART, K.",24,3,1,0,1,8,0,0,3.67
2021-22,0,Summer,0,0,0,70210,E,AMERICAN CULTURE,LEC,"DEWAN, W.",26,3,0,0,0,11,0,0,3.86
2021-22,0,Summer,0,0,0,70220,F,AMERICAN CULTURE,LEC,"DEWAN, W.",28,1,0,0,0,11,0,0,3.92
2021-22,0,Summer,0,0,0,70250,A,MEDIA WRITING,LEC,"CHAVIRA, R.",5,18,6,2,0,15,3,0,2.84
2021-22,0,Summer,0,0,0,70270,C,MEDIA WRITING,LEC,"CHAVIRA, R.",6,17,8,1,3,10,2,0,2.65
2021-22,0,Summer,0,0,0,70290,A,SAEP A,LEC,"LUI, J.",0,0,0,0,0,15,0,0,
2021-22,0,Summer,0,0,0,70300,B,SAEP B,LEC,"LUI, J.",0,0,0,0,0,15,0,0,
2021-22,0,Summer,0,0,0,70370,C,PROFESSIONAL INTERN,FLD,"CASTELLANOS, J.",0,0,0,0,0,10,0,0,
2021-22,0,Summer,0,0,0,69010,A,INTRO TO SOCIOLOGY,LEC,"MALAE, K.",48,11,0,2,3,2,0,0,3.53
2021-22,0,Summer,0,0,0,69020,B,INTRO TO SOCIOLOGY,LEC,"WINER, C.",60,4,0,1,0,5,0,0,3.89
2021-22,0,Summer,0,0,0,69030,A,GLBL & TRANSNTL SOC,LEC,"MEJIA, S.",11,2,0,0,0,0,0,0,3.82
2021-22,0,Summer,0,0,0,69040,A,SOCIAL PROBLEMS,LEC,"REDMAN, J.",18,9,0,0,2,0,1,0,3.37
2021-22,0,Summer,0,0,0,69050,B,SOCIAL PROBLEMS,LEC,"ROSALES, R.",27,5,0,0,0,2,1,0,3.77
2021-22,0,Summer,0,0,0,69060,A,PROBABILITY & STATS,LEC,"HUFFMAN, M.",9,7,10,2,0,0,0,0,2.84
2021-22,0,Summer,0,0,0,69070,A,PROBABILITY & STATS,LEC,"FARSHCHI, E.",4,7,2,1,0,0,1,0,3.06
2021-22,0,Summer,0,0,0,69080,A,FAM & INTIMATE RLTN,LEC,"TURNEY, K.",10,5,3,1,1,0,0,0,3.09
2021-22,0,Summer,0,0,0,69090,B,FAM & INTIMATE RLTN,LEC,"TURNEY, K.",12,13,2,1,0,3,1,0,3.3
2021-22,0,Summer,0,0,0,69100,A,RACE & ETHNICITY,LEC,"VILLALTA, S.",7,3,0,0,0,2,0,0,3.61
2021-22,0,Summer,0,0,0,69110,A,RESEARCH METHODS,LEC,"MARIN, E.",27,11,3,0,3,1,0,0,3.31
2021-22,0,Summer,0,0,0,69120,A,SOCIOLOGICAL THEORY,LEC,"KIM, J.",23,19,11,3,0,3,0,0,3.03
2021-22,0,Summer,0,0,0,69140,A,ORGANIZATIONS,LEC,"DAVOUDPOUR, S.",4,6,2,0,0,0,0,0,3.19
2021-22,0,Summer,0,0,0,69150,A,WHITE COLLAR CRIME,LEC,"PONTELL, H.",8,4,1,0,0,1,0,0,3.4
2021-22,0,Summer,0,0,0,69160,A,MEDICAL SOCIOLOGY,LEC,"TURNEY, K.",12,12,5,0,0,0,0,0,3.23
2021-22,0,Summer,0,0,0,69200,A,SOC OF SEX & GENDER,LEC,"LIAN, L.",13,1,3,0,0,1,0,0,3.61
2021-22,0,Summer,0,0,0,69210,A,RACE/ETHNIC REL US,LEC,"VEGA, I.",16,7,2,0,1,0,0,0,3.37
2021-22,0,Summer,0,0,0,69230,A,SOCIOLOGY MAJRS SEM,LEC,"SCHUSTER, T.",4,5,3,0,1,0,1,0,2.87
2021-22,0,Summer,0,0,0,69240,B,SOCIOLOGY MAJRS SEM,LEC,"SMITH, D.",4,10,5,2,0,0,0,0,2.79
2021-22,0,Summer,0,0,0,31310,A,FUNDAMENTALS,LEC,"FRANKE, M.",14,5,1,0,0,3,1,0,3.64
2021-22,0,Summer,0,0,0,31320,B,FUNDAMENTALS,LEC,"GARCIA PERALES, R.",16,2,0,0,0,3,0,0,3.91
2021-22,0,Summer,0,0,0,31340,A,FUNDAMENTALS,LEC,"HUERTA ALARDIN, M.",10,8,0,0,0,6,0,0,3.61
2021-22,0,Summer,0,0,0,31350,B,FUNDAMENTALS,LEC,"PARE, G.",22,0,1,0,0,2,0,0,3.81
2021-22,0,Summer,0,0,0,31370,A,INTERMEDIATE,LEC,"VERGARA, CALDERON.",18,1,0,0,1,4,0,0,3.72
2021-22,0,Summer,0,0,0,31380,A,INTERMEDIATE,LEC,"GARCIA, B.",22,5,0,0,1,0,0,0,3.69
2021-22,0,Summer,0,0,0,37810,A,BASIC STATISTICS,LEC,"ARMSTRONG, D.",40,10,5,2,1,1,1,0,3.44
2021-22,0,Summer,0,0,0,37820,B,BASIC STATISTICS,LEC,"WONG-TOI, E.",11,14,7,4,0,0,0,0,2.9
2021-22,0,Summer,0,0,0,37830,A,INTRO TO BIO STATS,LEC,"ARMSTRONG, D.",43,14,2,2,0,0,0,0,3.57
2021-22,0,Summer,0,0,0,37840,A,INTRO PROB&STAT/CS,LEC,"DYCK, H.",29,4,1,1,1,0,1,0,3.65
2021-22,0,Summer,0,0,0,37860,A,STATS METH DATA I,LEC,"GULESSERIAN, S.",50,17,4,0,0,2,1,0,3.63
2021-22,0,Summer,0,0,0,37880,A,BAYES DATA ANALYSIS,LEC,"DOGUCU, M.",11,2,0,0,0,0,0,0,3.73
2021-22,0,Summer,0,0,0,37890,A,INTRO PROB STATS I,LEC,"GULESSERIAN, S.",28,8,14,3,0,4,3,0,3.1
2021-22,0,Summer,0,0,0,37900,A,INTRO PROB STATS II,LEC,"BERROCAL, V.",10,1,1,1,1,5,0,0,3.22
2021-22,0,Summer,0,0,0,55010,A,INTRO URBAN STUDIES,LEC,"NICHOLLS, W.",33,4,0,0,0,0,0,0,3.8
2021-22,0,Summer,0,0,0,55020,A,ENVIRON ANALYS&DESN,LEC,"WHITELEY, J.",11,0,1,0,0,0,0,0,3.83
2021-22,0,Summer,0,0,0,55030,A,URBAN AMERICA,LEC,"RENDON, M.",7,6,1,0,0,0,0,0,3.32
2021-22,0,Summer,0,0,0,55040,A,GLBL POV & INEQULTY,LEC,"MATTHEW, R.",23,3,0,0,0,0,0,0,3.83
2021-22,0,Summer,0,0,0,55050,A,GIS PLANNING POLICY,LEC,"GARRISON, J.",18,1,1,0,0,0,0,0,3.81
2021-22,0,Summer,0,0,0,55060,A,URBN DESIGN PRINCIP,LEC,"MAHAFFEY, N.",17,0,0,0,0,0,0,0,3.98
2021-22,0,Summer,0,0,0,55070,A,HEALTH POLICY,LEC,"KEY, M.",13,4,2,0,0,0,0,0,3.56
2021-22,0,Summer,0,0,0,55080,A,LATINO METROPOLIS,LEC,"TORRES, R.",27,0,0,0,0,1,0,0,4.0
2021-22,0,Summer,0,0,0,33030,A,INTRO WRTNG & RHET,SEM,0,12,4,0,0,1,0,0,0,3.55
2021-22,0,Summer,0,0,0,33031,B,INTRO WRTNG & RHET,SEM,0,1,13,1,1,1,0,0,0,2.71
2021-22,0,Summer,0,0,0,33032,C,INTRO WRTNG & RHET,SEM,0,12,5,1,0,0,0,0,0,3.53
2021-22,0,Summer,0,0,0,33033,D,INTRO WRTNG & RHET,SEM,0,1,15,2,0,1,0,0,0,2.77
2021-22,0,Summer,0,0,0,33034,E,INTRO WRTNG & RHET,SEM,0,12,5,2,0,0,0,0,0,3.57
2021-22,0,Summer,0,0,0,33039,J,INTRO WRTNG & RHET,SEM,0,9,4,2,3,1,0,0,0,2.88
2021-22,0,Summer,0,0,0,33060,A,CRIT READING & RHET,SEM,0,11,3,0,0,1,5,0,0,3.49
2021-22,0,Summer,0,0,0,33061,B,CRIT READING & RHET,SEM,0,7,3,1,0,1,6,0,0,3.13
2021-22,0,Summer,0,0,0,33062,C,CRIT READING & RHET,SEM,0,12,3,0,0,1,3,1,0,3.54
2021-22,0,Summer,0,0,0,33063,D,CRIT READING & RHET,SEM,0,11,5,1,0,0,3,0,0,3.64
2021-22,0,Summer,0,0,0,33064,E,CRIT READING & RHET,SEM,0,6,9,1,1,0,1,1,0,3.21
2021-22,0,Summer,0,0,0,33065,F,CRIT READING & RHET,SEM,0,3,12,1,0,0,2,0,0,3.14
2021-22,0,Summer,0,0,0,33066,G,CRIT READING & RHET,SEM,0,11,4,0,1,2,2,0,0,3.1
2021-22,0,Summer,0,0,0,33067,H,CRIT READING & RHET,SEM,0,6,9,1,0,2,2,1,0,2.91
2021-22,0,Summer,0,0,0,33068,I,CRIT READING & RHET,SEM,0,3,8,1,0,2,4,0,0,2.71
2021-22,0,Summer,0,0,0,33080,A,ARGUMENT & RESEARCH,SEM,0,9,7,0,0,2,3,0,0,3.17
2021-22,0,Summer,0,0,0,33081,B,ARGUMENT & RESEARCH,SEM,0,10,4,1,0,2,5,0,0,3.11
2021-22,0,Summer,0,0,0,33082,C,ARGUMENT & RESEARCH,SEM,0,10,7,0,0,1,3,0,0,3.41
2021-22,0,Summer,0,0,0,33083,D,ARGUMENT & RESEARCH,SEM,0,7,2,1,1,3,5,2,0,2.58
2021-22,0,Summer,0,0,0,33084,E,ARGUMENT & RESEARCH,SEM,0,8,9,0,1,0,4,0,0,3.25
2021-22,0,Summer,0,0,0,33085,F,ARGUMENT & RESEARCH,SEM,0,5,4,0,0,2,6,3,0,2.86
2021-22,0,Summer,0,0,0,33086,G,ARGUMENT & RESEARCH,SEM,0,8,6,0,0,1,3,0,0,3.25
2021-22,0,Summer,0,0,0,33087,H,ARGUMENT & RESEARCH,SEM,0,11,4,0,0,2,3,1,0,3.29
2021-22,0,Summer,0,0,0,33088,I,ARGUMENT & RESEARCH,SEM,0,13,7,0,0,0,0,0,0,3.65
2021-22,0,Summer,0,0,0,33089,J,ARGUMENT & RESEARCH,SEM,0,8,8,0,0,1,2,1,0,3.21
2021-22,0,Summer,0,0,0,33090,K,ARGUMENT & RESEARCH,SEM,0,8,8,1,0,1,3,0,0,3.24
2021-22,0,Summer,0,0,0,33091,L,ARGUMENT & RESEARCH,SEM,0,10,0,0,0,1,8,1,0,3.56
2021-22,0,Summer,0,0,0,33092,M,ARGUMENT & RESEARCH,SEM,0,10,6,1,0,0,4,0,0,3.49
2021-22,0,Summer,0,0,0,33093,N,ARGUMENT & RESEARCH,SEM,0,10,4,1,0,0,5,1,0,3.48
2021-22,0,Summer,0,0,0,33094,O,ARGUMENT & RESEARCH,SEM,0,10,6,1,0,0,5,0,0,3.44
2021-22,0,Summer,0,0,0,33095,P,ARGUMENT & RESEARCH,SEM,0,12,3,0,0,0,3,3,0,3.78
2021-22,0,Summer,0,0,0,33097,R,ARGUMENT & RESEARCH,SEM,0,0,6,0,0,2,5,1,0,2.4
2021-22,0,Summer,0,0,0,33099,T,ARGUMENT & RESEARCH,SEM,0,6,2,0,0,3,9,2,0,2.7
2021-22,0,Summer,0,0,0,33100,U,ARGUMENT & RESEARCH,SEM,0,16,0,0,0,0,4,1,0,3.98
2021-22,0,Summer,0,0,0,33101,V,ARGUMENT & RESEARCH,SEM,0,10,3,0,0,3,3,0,0,2.95
2021-22,0,Summer,0,0,0,33102,W,ARGUMENT & RESEARCH,SEM,0,6,5,1,0,2,3,3,0,3.04
2021-22,0,Summer,0,0,0,33103,X,ARGUMENT & RESEARCH,SEM,0,9,5,0,0,3,3,1,0,2.97
2021-22,0,Summer,0,0,0,33107,AB,ARGUMENT & RESEARCH,SEM,0,11,2,0,0,4,2,2,0,2.91
2021-22,0,Summer,0,0,0,33108,AC,ARGUMENT & RESEARCH,SEM,0,9,5,0,0,3,3,1,0,3.05
2021-22,0,Summer,0,0,0,33109,AD,ARGUMENT & RESEARCH,SEM,0,12,1,1,0,0,8,0,0,3.83
2021-22,0,Summer,0,0,0,33140,A,ADV EXPOS WRITING,SEM,0,4,7,1,0,0,6,0,0,3.25
2021-22,0,Summer,0,0,0,33141,B,ADV EXPOS WRITING,SEM,0,15,2,0,0,0,1,1,0,3.79
2021-22,0,Summer,0,0,0,33142,C,ADV EXPOS WRITING,SEM,0,13,0,0,0,0,3,3,0,3.91
2021-22,0,Summer,0,0,0,33143,D,ADV EXPOS WRITING,SEM,0,12,1,2,1,0,1,1,0,3.54
2021-22,0,Summer,0,0,0,33144,E,ADV EXPOS WRITING,SEM,0,14,0,0,0,0,1,0,0,4.0
